Type-Activité;Activité;Nom de l'établissement;Adresse de l'établissement;Code postal;Commune;Code insee;Latitude;Longitude;localisation;Adresse mail;Tél;Site Web;Complément_1;Complément_2
Patrimoine culturel;Architecture;Bourg de Basse-Indre, Indre;;44610;INDRE;44074;47.2006241890245;-1.6753193422857307;47.2006241890245, -1.6753193422857307;;;;Moyen Age,Temps modernes,Epoque contemporaine;Il ne reste aucun vestige en élévation d’une abbaye qui aurait été fondée au VIIe siècle par saint Hermeland, puis détruite par les Normands en 843.A tournant des XVIIIe et XIXe siècles, les problèmes d’accessibilité du port de Couëron, plus en aval, entraînent une hausse du trafic autour du port de Basse-Indre. L’augmentation des activités portuaires favorisent alors un premier véritable développement du bourg. La famille Crucy y relance, à partir de 1793, un chantier de construction navale.En 1795, Basse-Indre compte 614 habitants. Sur 199 chefs de ménage, 93 déclarent occuper une profession en lien avec le fleuve (barger, marin, pilote, pêcheur). L’attractivité du bourg de Basse-Indre se confirme en 1821 lorsqu’un groupement d’investisseurs originaires du Pays de Galles achète pour 20 000 francs, à Marie Antoinette Françoise Crucy, le chantier naval situé en aval de la petite agglomération, pour y construire une des premières forges à l'anglaise de l’ouest de la France. Le choix du site sur la rive droite de la Loire, en aval de Nantes et quasiment en face de la forerie de canons d’Indret, permettait un approvisionnement aisé et peu coûteux des matières premières, ainsi que l’exportation des produits finis. Dès lors, le développement du bourg de Basse-Indre est en partie lié au destin industriel des forges. Sur le plan cadastral de 1833, le bâti se concentre majoritairement sur la partie occidentale du bourg, non loin de l’espace portuaire. A l’est, vers la butte de la Roche, le bâti apparaît moins dense.Avec le développement des forges tout au long de la seconde moitié du XIXe siècle, la population du bourg de Basse-Indre augmente sensiblement pour atteindre 2 609 habitants en 1896. Bien que les métiers de la navigation et de la pêche occupent encore une large part des habitants du bourg de Basse-Indre, nombreux sont ceux à travailler aux forges ou à l’usine d’Indret. Les recensements de population font état à cette époque de la présence de nombreux forgerons, chaudronniers, ajusteurs, cisailleurs, lamineurs ou encore puddleurs.A la fin du XIXe siècle, plusieurs maisons sont construites, voire reconstruites (comme au 6 quai Victor-Boquien) ou largement modifiés (surélévation, balcon, ouvertures, lucarnes). Vers 1900, le maire de l’époque, Victor Boquien, soutient un projet de construction d’un pont transbordeur entre le bourg et Indret sur la rive opposée. Non réalisé, ce projet de franchissement du fleuve témoigne de l’essor du transport de passagers entre les deux rives du fleuve mais également de la volonté d’améliorer les conditions du passage.Jusqu’aux années 1970, la place Jean-Ligonday accueillait un marché dominical qui se tient aujourd’hui place Jean-Bordais. A partir de 2010, les quais au sud du bourg ont été entièrement réaménagés en offrant de nombreux points de vue sur le fleuve.
Patrimoine culturel;Architecture;"Digue, puis chemin dit ""Chaussée de Robert"", Indre";;44610;INDRE;44074;47.191409938059294;-1.671750785376999;47.191409938059294, -1.671750785376999;;;;18e siècle,2e moitié 19e siècle;Une première digue submersible en empierrement reliant l’île d’Indret au village de la Roche-Ballue est construite vers 1750 par l’ingénieur Magin en charge des travaux d’amélioration de la navigation en Loire. A partir de 1777, son tracé est modifié et la chaussée réhaussée par l’Ingénieur des bâtiments civils Pierre Toufaire afin de former, avec une autre digue située plus en aval, une vaste retenue d’eau pour actionner le moulin à marée et permettant de forer les canons de la fonderie royale nouvellement installée sur l’île d’Indret.En 1881, M. de Robert, directeur de l’usine d’Indret, aménage la digue en une chaussée bordée de platanes permettant aux ouvriers habitant le village de la Roche-Ballue de se rendre facilement à l’établissement industriel. Empruntée chaque jour par des centaines d’ouvriers, la voie désormais appelée « Chaussée de Robert » devient rapidement un lieu de promenade apprécié par les populations riveraines. Plusieurs cartes postales du début du XXe siècle en témoignent.A la fin de l’année 1930, le Conseil d’Arrondissement de Nantes ainsi que le Conseil Municipal d’Indre émettent le vœu que la chaussée alors appelée « Chaussée de Gazay » soit surélevée de 50 cm afin d’empêcher sa submersion à chaque grande marée et de permettre aux habitants de la Roche-Ballue de se rendre à leur travail sans avoir recours aux embarcations lors des périodes de vives eaux. Des travaux sont engagés depuis le début de l’année 2021 afin de rénover les passerelles et réaménager la chaussée en sentier dans le cadre d’un projet de découverte de la richesse paysagère des bords de Loire.
Patrimoine culturel;Architecture;Port de Basse-Indre;;44610;INDRE;44074;47.19844691029554;-1.6732415527899962;47.19844691029554, -1.6732415527899962;;;;Temps modernes,Epoque contemporaine;Durant l’Ancien Régime le port de Basse-Indre est plusieurs fois cité comme port de pêche. En 1688, les pêcheurs de Basse-Indre, associés à ceux du port voisin de Haute-Indre, revendiquent auprès du domaine ducal le droit de pêcher en Loire pendant tous les mois de l’année. Au tournant des XVIIIe et XIXe siècles, le déclin du port de Couëron, pour cause d’ensablement, entraîne une hausse du trafic autour du port de Basse-Indre. Comme de nombreux autres ports de la Basse-Loire, celui de la Basse-Indre n’est alors formé qu’exclusivement par le rivage naturel de la Loire. Plusieurs chaussées empierrées et perpendiculaires à la rive servent de débarcadères. A partir de 1844, le port du chef-lieu de la commune connaît une série de travaux visant à améliorer les conditions d’accès, d’accostage et de mise en sécurité des navires en avant du bourg à l’aide des produits de dragages en Loire. En 1854, les Ponts et Chaussées exécutent sur le rivage du bourg de Basse-Indre un quai équipé d’une cale en tablier. Le quai est remblayé au niveau des crues les plus élevées et donc bien plus haut que la plage submersible faisant office jusque-là de port d’échouage. Les travaux d’exhaussement et de terrassement du nouveau quai eurent pour conséquence d’enfouir plusieurs maisons construites sur la rive de presque un mètre en-dessous du niveau de la chaussée. Plusieurs habitants demandèrent alors des indemnités afin de surélever leur maison. Aussi, l’alignement des constructions particulières bordant le nouveau quai du port de Basse-Indre laisse en avant de larges espaces à concéder aux riverains. La même année, une seconde gare d’échouage est exécutée en amont de la cale. Avec ses 90 m de longueur, elle est destinée à mettre à l’abri les grands navires de la localité ne pouvant être tirés à terre lors des glaces en Loire.En 1864, plusieurs habitants rédigent une pétition pour alerter sur l’envasement du chenal nord de la Loire, riverain du territoire communal et du port de Basse-Indre. Ils alertent sur les conséquences de cet envasement et l’activité du site industriel des Forges de Basse-Indre situé en aval du port et sur lequel repose « l’existence matérielle de la population entière ». Il apparaît en effet impossible pour les embarcations les plus légères de parvenir au quai de l’usine et les habitants constatent plus largement « l’absence presque complète de navires au quai de Basse-Indre ». Face aux réclamations des communautés riveraines dépendantes des activités portuaires du bourg de Basse-Indre, le préfet de la Loire-Inférieure adresse une lettre en date du 25 octobre 1864 au ministre de l’agriculture, du commerce et des travaux publics. Il précise que « ces plaintes ne portent que sur la position faite à l’usine. Le bourg de Basse-Indre offre maintenant à de nombreuses embarcations un abri assuré et d’un accès facile, qu’est dû aux travaux de la Loire. Les vastes quais plantés et baignés d’une eau profonde remplacent aujourd’hui la plage vaseuse qui s’étendait autrefois à cet endroit et donnent au bourg un aspect de prospérité ». En réponse, le ministre expose que : « quant au bourg lui-même, les travaux de la Basse-Loire l’ont placé dans une situation excellente et lui ont fait subir la plus heureuse transformation. Le bourg de Basse-Indre est devenu l’un des meilleurs du département ».En 1870 le Conseil municipal demande qu’une ouverture soit pratiquée dans la digue de Basse-Indre, immédiatement au-dessous de l’embarcadère du bateau à vapeur, afin de dégager la partie amont du port. Les pétitionnaires exposent qu’un ménageant le long du bourg un bassin spacieux, l’administration des Ponts et Chaussées avait voulu créer un port de refuge pour les nombreuses barques du pays et les caboteurs qui s’arrêtent fréquemment jusque-là à Basse-Indre. La disposition adoptée permettait de les abriter contre les vents d’ouest et les glaces. Les envasements qui s’y sont ensuite produits en partie amont rendent le port accessible seulement à haute mer, pendant seulement 2 à 3 heures. En réponse, les ingénieurs insistent sur l’importance de ne pas multiplier les passes, « déjà si préjudiciables à l’amélioration du grand chenal. Le mal serait simplement déplacé ». Ces derniers consentent néanmoins à remblayer la vasière.A la fin des années 1880, le port de Basse-Indre compte trois ouvrages destinés à l’embarquement et au débarquement des voyageurs : le débarcadère de la Compagnie de Navigation de la Basse-Loire, celui du bac de Basse-Indre à Indret et le môle, servant autrefois au vapeur « le Rapide », et utilisé à cette époque par la Compagnie des Pyroscaphes. Pourtant, l’ancien môle n’est plus adapté et le projet d’un môle complètement neuf est alors envisagé.Le bras du Mastro forme au début du XXe siècle un abri naturel et un lieu de mouillage apprécié par les nombreux pêcheurs de Basse-Indre. Mais cette partie du port de Basse-Indre est rapidement obstruée par suite des dépôts de vase et à marée basse, le port de pêche est complètement à sec. Le Conseil municipal et le Syndicat des Pêcheurs de Basse-Indre demande en septembre 1920 la réalisation de travaux de curage et de surélévation des quais formant la rive du bras du Mastro. Les Ponts et Chaussés émettent un avis favorable à cette demande en proposant d’effectuer un curage dans la partie amont du bras du Mastro, sur une longueur de 300 m, afin que les embarcations de pêche puissent stationner à flot à toute heure de marée. La proposition s’accompagne de travaux de surélévation de la rive au moyen d’un perré de 0,60 m de haut sur une longueur de 200 m et en remblayant le terrain en arrière du perré. Le port de basse-Indre demeure un port très actif de la Basse-Loire jusqu’aux années 1950, notamment grâce à la pêche à la civelle. Aujourd’hui, le bourg de Basse-Indre conserve une fonction portuaire par la présence de l’embarcadère du bac départemental reliant la rive gauche à la hauteur de l’ancienne île d’Indret.
Patrimoine culturel;Architecture;Port de Haute-Indre;;44610;INDRE;44074;47.19295350177338;-1.6467879029581347;47.19295350177338, -1.6467879029581347;;;;Temps modernes,19e siècle,20e siècle;Actif dès le XVIIe siècle, le port du village de Haute-Indre forme un port refuge à l'embouchure de l'étier de Tougas. Jusqu'au XIXe siècle, cet abri naturel pour les petites embarcations ne semble disposer d'aucun aménagement. A partir de 1834, et dans le cadre des travaux d'endiguement et de rétrécissement du lit de la Loire au niveau de la passe de Haute-Indre, une digue submersible est construite vis-à-vis du village. Faite d'un massif en enrochement de 840 m de long renforcé dans le milieu par une file de pieux en chêne, la tête aval de la digue s'enracine au pied de la petite agglomération, au niveau du rocher dit de la « Pierre Marais ». Très rapidement, Le village de Haute-Indre est relié à la digue bordant le grand chenal par une chaussée transversale pavée de 112 m de longueur et équipée d'organeaux. Avec l'installation de ce dispositif d'amarrage fait d'anneaux métalliques fixés dans la maçonnerie de la chaussée, le stationnement des embarcations est largement facilité pour les marins, pilotes et pêcheurs fréquentant le port de Haute-Indre. En 1892, une estacade est établie à l'extrémité de la digue de la Haute-Indre pour que le bateau à vapeur de la Compagnie française de navigation exploitant un service journalier de bateaux à vapeur entre Nantes et Saint-Nazaire, puisse faire escale dans le village. En 1897, il est procédé au relèvement de la chaussée sur une hauteur de 0,50 m pour permettre l'accès au ponton lors des pleines mers en temps d'étiage. L'année suivante, la commune d'Indre fait établir à ses frais, au droit du ponton et pour servir d'appui à la passerelle d'embarquement, un petit môle en maçonnerie.Les dragages effectués à partir de 1894 entre Nantes et La Martinière, ont pour conséquence d'abaisser sensiblement le niveau de l'étiage à la hauteur du village de Haute-Indre et de provoquer un fort envasement du port. Le mouillage disponible pour la flottille des 72 marins recensés en 1899 devient très vite limité. Au tournant des XIXe et XXe siècles, un programme de désenvasement du port est entrepris par le service des Ponts et Chaussées. Au début du XXe siècle, la chaussée du port demeure fréquemment recouverte par les marées d'équinoxe et les crues de la Loire, soit environ deux mois par an. Dès lors, les communications piétonnes entre le village et le ponton-débarcadère sont impossibles, et des canots assurent souvent dangereusement la liaison. Aussi, dans une pétition adressée au maire de la commune d'Indre en 1902, un grand nombre d'habitant du village demande l'établissement d'une passerelle insubmersible afin de relier le village au ponton-débarcadère en mouillage sur la rive. Quelques années plus tard, en 1905, le conseil municipal de la commune d'Indre sollicite l'administration des Ponts et Chaussées pour la construction d'une cale inclinée afin de permettre aux marins de tirer leurs embarcations à terre et « aux femmes d'approcher du fleuve pour laver leur linge ». A cette date, le port de Haute-Indre ne disposait que d'une seule petite cale de 1,50 m de large. Cette demande est acceptée et se concrétise par la réalisation la même année d'une cale perpendiculaire au fleuve entre l'ancienne cale et le ponton d'embarquement. Au début des années 1930, le port de Haute-Indre est encore fréquenté par une trentaine de pêcheurs et quelques embarcations de plaisance, mais des mesures urgentes de désenvasement doivent être engagées. Un apport considérable de sable et de vase est provoqué par le dépôt des produits de dragage de la Loire sur des terrains domaniaux en amont du port. Malgré les précautions prises par le service des dragages de Nantes, les dépôts s'étendent dans l'emprise du port de Haute-Indre. L'abri est donc inutilisable en mortes eaux par les pêcheurs, contraints d'ancrer leurs barques dans le chenal de la Loire près du ponton des Messageries de l'Ouest. Des travaux sont entrepris et permettent l'agrandissement de l'entrée du port et un approfondissement de 2 à 3 mètres. Le trafic portuaire lié aux activités halieutiques s'essouffle durant la seconde moitié du XXe siècle. Le port de Haute-Indre sert encore aujourd'hui d'abri pour quelques embarcations de plaisance.
Patrimoine culturel;Site et monument historiques;SERPENTINE ROUGE - JIMMIE DURHAM;rue du bac;44610;INDRE;44074;47.195546;-1.6753728;47.195546, -1.6753728;;;http://www.levoyageanantes.fr/;;
Patrimoine culturel;Architecture;Village de Haute-Indre;;44610;INDRE;44074;47.19623129098666;-1.650656479939008;47.19623129098666, -1.650656479939008;;;;Temps modernes,19e siècle,20e siècle;Le village de Haute-Indre occupe un monticule qui, à la fin du XVIIIe siècle, formait encore une île entourée par la Loire. Jusqu'à la première moitié du XXe siècle, le village était régulièrement enserré par les eaux lors des grandes crues du fleuve, qui lui redonnaient son caractère insulaire. En 1795, le village de Haute-Indre comptait 191 habitants répartis en 45 ménages. Dès cette époque, la population du village était majoritairement tournée vers les activités liées à la navigation sur la Loire. Ainsi, seize chefs de ménages occupaient la profession de pilote de Loire et neuf pour celle de barger. En 1892, Haute-Indre compte 490 habitants et la plupart des pilotes de la Basse-Loire habitent encore le village. D'autre part, la pêche et le commerce du poisson sont largement pratiqués par la population maritime de Haute-Indre qui se rend chaque jour à Nantes au marché de la Poissonnerie. Au tournant des XIXe et XXe siècles, avec le développement intensif de l'industrie dans la Basse-Loire, notamment à Basse-Indre, Indret et Couëron, le village accueille une population ouvrière de plus en plus importante composée d'ajusteurs, de chaudronniers ou encore de manœuvres. Ce phénomène s'amplifie avec l'inauguration en 1926 de l'usine d'engrais chimique La Bordelaise, installée au sud-ouest du bourg. Le caractère maritime du village de Haute-Indre se double alors d'une identité industrielle. L'augmentation de la population entraîne une densification de l'habitat et un comblement des quelques dents creuses le long de la rue Joseph-Tahet tout au long de la première moitié du XXe siècle. L'urbanisation se poursuit sur le sommet et le versant nord de l'îlot durant toute la seconde moitié du XXe siècle. Au sud-est du bourg, le port d'échouage à longtemps servi de refuge aux petits bateaux de pêches. L'activité halieutique semble perdurer jusqu'aux années 1950.
Activités culturelles;Salles de Spectacles;LE VIP;24 rue d'Anjou;44613;SAINT-NAZAIRE;44184;47.2787133;-2.2096549;47.2787133, -2.2096549;contact@les-escales.com;02.51.10.00.00;http://www.levip-saintnazaire.com/;;
Activités Touristiques;Offices de Tourismes;OFFICE DE TOURISME DE SAINT-NAZAIRE;Bd de la  Légion d'Honneur;44613;SAINT-NAZAIRE;44184;47.275063;-2.203834;47.275063, -2.203834;contact@saint-nazaire-tourisme.com;02 40 22 40 65;#N/A;;
Patrimoine Naturel;Forêt,pinède;BOIS DES FOUS;;44620;LA MONTAGNE;44101;47.188027;-1.6932339;47.188027, -1.6932339;;;;;
Activités Touristiques;Activités sportives et ludiques;ÉTANG DE BUHEL;   ;44630;PLESSE;44128;47.538387;-1.8845085;47.538387, -1.8845085;contact@mairie-plesse.fr;02 40 79 60 14;0;;
Activités Touristiques;Parcours dans les arbres;PARCOURS AVENTURE DU BOIS AUX DAIMS;Domaine de la Roche  Rue du Champ Chaumont ;44630;PLESSE;44128;47.5431289;-1.8942443;47.5431289, -1.8942443;contact@escapades-verticales.fr;06 13 20 82 30;www.escapades-verticales.fr/Parcours-du-Bois-au-Daims;;
Patrimoine Naturel;Plage et Dune;PLAGE AMÉNAGÉE DE L'ÉTANG DE BUHEL;;44630;PLESSE;44128;47.6032725;-2.0621967;47.6032725, -2.0621967;contact@mairie-plesse.fr;02 40 79 60 14;www.mairie-plesse.fr;;
Activités Touristiques;Circuit automobile ou moto;SOLOKART;Circuit de karting  La Piardière ;44630;PLESSE;44128;47.523645;-1.838694;47.523645, -1.838694;commercial@solokart.com;02 40 51 92 35;www.solokart.com;;
Activités Touristiques;Karting;SOLOKART;Circuit de karting  La Piardière ;44630;PLESSE;44128;47.523645;-1.838694;47.523645, -1.838694;commercial@solokart.com;02 40 51 92 35;www.solokart.com;;
Activités Touristiques;Base de loisirs;WAKE PARK PLESSÉ;Etang de Buhel  Route de Savenay ;44630;PLESSE;44128;47.5383548;-1.8809141;47.5383548, -1.8809141;contact@wakeparkplesse.com;02 28 05 47 03;www.wakeparkplesse.com;;
