Nom de l'offre touristique;Type de l'offre;Adresse partie 2;Code postal;Nom de la commune;Code Insee de la Commune;Latitude;Longitude;localisation;email;N° de téléphone mobile;Url du site web;information 1;information 2
GITE DE GROUPE  JARDIN CLERAY;Gîte de groupe;120 Le Cléray;44330;VALLET;44212;47.1539574;-1.2395761;47.1539574, -1.2395761;;02 72 17 76 75;http://www.jardincleray.fr;  non;Parking  Location de draps,Location de linge,Option nettoyage / ménage
HEBERGEMENT DE GROUPE LA ROMERAIE;Centre d'accueil et/ou de vacances,Gîte de groupe,Gîte d'étapes;;44440;JOUE-SUR-ERDRE;44077;47.5185825;-1.4259103;47.5185825, -1.4259103;;06 62 71 54 07;;  non;  
GITE DE GROUPES   VILLAGE VIGNERON;Gîte de groupe,Gîte d'étapes;1 La Pléssisière;44330;LA CHAPELLE-HEULIN;44032;47.1674881;-1.3366058;47.1674881, -1.3366058;;06 86 00 15 05;www.village-vigneron.fr;En cours de classement WiFi oui;Parking,Plain pied,Salle de réception,Terrain clos  Location de draps,Location de linge,Option nettoyage / ménage,Prestation de restauration
CENTRE REGIONAL TECHNIQUE DE LA LIGUE DE FOOTBALL DES PAYS DE LA LOIRE;Centre d'accueil et/ou de vacances;170 bd des Pas Enchantés;44230;SAINT-SEBASTIEN-SUR-LOIRE;44190;47.2112071;-1.4940958;47.2112071, -1.4940958;;;https://seminaires-nantes.fr/; WiFi ;Cuisine professionnelle,Parking,Salle de réception Accueil Vélo,Group'A Vélo,La Loire à vélo,La Vélodyssée,UNAT Location de draps,Fourniture de linge (gratuit),Nettoyage / ménage (gratuit),Prestation de restauration
CENTRE D'HÉBERGEMENT ET DE LOISIRS VINCENT PURKART & JACQUES SECRÉTIN;Centre d'accueil et/ou de vacances,Gîte de groupe;14 avenue de la Guerche;44250;SAINT-BREVIN-LES-PINS;44154;47.24185;-2.16136;47.24185, -2.16136;;;https://www.saint-brevin.fr/;  ;Salle de réception  
Centre La Marjolaine - PEP Atlantique - Anjou;Centre d'accueil et/ou de vacances;5 rue des Pins;44420;LA TURBALLE;44211;47.35474;-2.51333;47.35474, -2.51333;;;http://pep-atlantique-anjou.fr/la-turballe-la-marjolaine/;  ; UNAT 
Centre de vacances Marceau;Centre d'accueil et/ou de vacances;6 route de Saint-Nudec;44740;BATZ-SUR-MER;44010;47.28402;-2.50353;47.28402, -2.50353;;;https://batzsurmer.villagevacances.org/;  non; UNAT 
GÎTE DE GROUPE AUX PORTES DE NANTES;Gîte de groupe;La Jaunière;44450;SAINT-JULIEN-DE-CONCELLES;44169;47.2224829;-1.415758;47.2224829, -1.415758;;;; WiFi non;Cuisine professionnelle,Parking,Plain pied,Salle de réception  Location de draps,Location de linge,Prestation de restauration
GITE DE LA GARE : GITE DE GROUPE;Gîte de groupe;20 Route de la Planche;44140;REMOUILLE;44142;47.052596;-1.380589;47.052596, -1.380589;;;https://www.facebook.com/lagareremouille/;3 étoiles Espace bien-être,WiFi oui;Parking,Plain pied,Terrain clos  Fourniture de draps (gratuit),Location de linge,Option nettoyage / ménage
GÎTE DE LA BARRE;Gîte de groupe;La Barre;44660;FERCE;44058;47.7932365;-1.3587107;47.7932365, -1.3587107;;06 87 83 33 31;http://www.gitedelabarre.fr; Piscine,WiFi oui;Cuisine professionnelle,Parking,Salle de réception Gîtes de France Fourniture de draps (gratuit)
LA BRISE DE MER- LA GRANDE MAISON;Centre d'accueil et/ou de vacances,Gîte de groupe;97 rue du Redois;44730;SAINT-MICHEL-CHEF-CHEF;44182;47.18191;-2.15894;47.18191, -2.15894;;07 86 99 43 43;http://www.labrisedemer.com; WiFi oui;Cuisine professionnelle,Parking Accueil Vélo,Gîtes de France,Group'A Vélo,La Vélodyssée 
GÎTE D'ÉTAPE DE LA GROULAIS;Gîte de groupe,Gîte d'étapes;La Groulais;44130;BLAIN;44015;47.4659324;-1.7662512;47.4659324, -1.7662512;;06 88 97 01 79;https://www.campingducanal.fr/le-gite/; Climatisation non; Accueil Vélo,La Vélodyssée Location de draps,Prestation de restauration
CENTRE D'HEBERGEMENT DU BOIS TILLAC;Centre d'accueil et/ou de vacances;;44640;LE PELLERIN;44120;47.200228;-1.75346;47.200228, -1.75346;;;www.leboistillac.fr;Non classé Défibrillateur,Local vélo,WiFi non;Parking,Salle de réception,Terrain clos Accueil Vélo,Group'A Vélo,La Loire à vélo,La Vélodyssée Location de draps,Location de linge,Nettoyage / ménage (gratuit),Prestation de restauration
Les PEP PARIS - Centre permanent Mon Abri;Centre d'accueil et/ou de vacances;9 rue André Antoine;44510;LE POULIGUEN;44135;47.2683;-2.42753;47.2683, -2.42753;;;http://pouliguen.pep75.org; WiFi non;Salle de réception UNAT Fourniture de draps (gratuit),Location/prêt de vélo
La Baronnerie;Gîte de groupe;La Baronnerie;44680;CHAUMES-EN-RETZ;44005;47.13229;-1.84348;47.13229, -1.84348;;;http://www.labaronnerie.fr; WiFi oui;Cuisine professionnelle,Parking  
La Rivière blanche;Gîte d'étapes;la touche robin;44530;GUENROUET;44068;47.53316;-1.9646;47.53316, -1.9646;;;http://rb44.free.fr;  oui;  
CHATEAU DE NOIRBREUIL;Gîte de groupe;Noirbreuil;44680;CHAUMES-EN-RETZ;44005;47.14266;-1.85153;47.14266, -1.85153;;;https://chateaudenoirbreuil.com/;  ;  
LE GÎTE   LA TOUR DU THIEMAY;Gîte de groupe;2 Le Thiemay;44130;FAY-DE-BRETAGNE;44056;47.350367;-1.8003029;47.350367, -1.8003029;;07 70 50 41 76;;  oui;Cuisine professionnelle,Parking,Salle de réception,Terrain clos  Location de draps,Location de linge,Option nettoyage / ménage
LA FERMETTE DE LA GRASSERIE;;;44370;LOIREAUXENCE;44213;47.46284;-1.09347;47.46284, -1.09347;;;;  ;Salle de réception  
GITE DE GROUPES  FERME DU MARAIS DE MAZEROLLES;Centre d'accueil et/ou de vacances,Gîte de groupe,Gîte d'étapes;713 Le Grand Patis;44850;SAINT-MARS-DU-DESERT;44179;47.375048;-1.450262;47.375048, -1.450262;;;https://www.mazerolles.com;Non classé Défibrillateur,Piscine couverte non;Parking,Plain pied,Salle de réception Bienvenue à la ferme Fourniture de draps (gratuit),Option nettoyage / ménage
FERME DE SANS SOUCI;Gîte de groupe;1 bis les Biais;44320;SAINT-PERE-EN-RETZ;44187;47.19256;-2.0082;47.19256, -2.0082;;06 32 22 15 37;http://gitesanssouci.com/;  oui;Cuisine professionnelle,Parking,Salle de réception  
La Brise de Mer - Gîtes et Maison de vacances;Centre d'accueil et/ou de vacances,Gîte de groupe,Gîte d'étapes;97 rue du Redois;44730;SAINT-MICHEL-CHEF-CHEF;44182;47.18191;-2.15894;47.18191, -2.15894;;;http://www.labrisedemer.com; WiFi oui;Cuisine professionnelle,Parking Accueil Vélo,Gîtes de France,La Vélodyssée,UNAT 
GITE D'ÉTAPE LA GÉLARDIÈRE;Gîte de groupe,Gîte d'étapes;La Gélardière;44660;ROUGE;44146;47.7627007;-1.3796137;47.7627007, -1.3796137;;;; WiFi ; Accueil Paysan 
DOMAINE DE PIERRE LEVEE;;La Pierre Levée;44680;CHAUMES-EN-RETZ;44005;47.14767;-1.88707;47.14767, -1.88707;;06 84 89 46 70;http://www.domaine-pierre-levee.fr; WiFi non;Cuisine professionnelle,Parking  
LE DOMAINE DE LA PINELAIS;Gîte de groupe;La Pinelais;44320;SAINT-PERE-EN-RETZ;44187;47.25569;-2.05539;47.25569, -2.05539;;06 13 83 88 50;http://www.domaine-pinelais.com/;  ;  
HÉBERGEMENT DE GROUPE;Gîte de groupe;La Pièce de l'Ile;44240;SUCE-SUR-ERDRE;44201;47.3631736;-1.5099295;47.3631736, -1.5099295;;;http://www.suce-sur-erdre.fr/au-quotidien/salles-et-equipements/;  ;Cuisine professionnelle,Parking,Salle de réception,Terrain clos  
Centre La Rose des Vents - Association Séjours Plein-Air (A.S.P.A);Centre d'accueil et/ou de vacances;Route de Port Kennet;44420;PIRIAC-SUR-MER;44125;47.37939;-2.52668;47.37939, -2.52668;;;http://www.sejours-plein-air.com/; WiFi non;Parking,Salle de réception Accueil Vélo,Group'A Vélo,UNAT 
CHÂTEAU DE LA PLINGUETIÈRE;Auberge de jeunesse,Centre d'accueil et/ou de vacances,Gîte de groupe,Gîte d'étapes;51 route du champ de Foire;44860;SAINT-AIGNAN-GRANDLIEU;44150;47.128198;-1.6166124;47.128198, -1.6166124;;;http://www.plinguetiere.fr/;1 étoile Climatisation,WiFi oui;Cuisine professionnelle,Parking,Plain pied,Salle de réception,Terrain clos Accueil Vélo,Rando Accueil,UNAT Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Nettoyage / ménage (gratuit),Prestation de restauration
DOMAINE DE L'AVENIR - GÎTE DE GROUPE;Gîte de groupe,Gîte d'étapes,Maison familiale;L'Avenir;44170;NOZAY;44113;47.5881547;-1.6038408;47.5881547, -1.6038408;;06 73 24 70 35;https://www.domaine-de-lavenir.com/;Non classé WiFi non;Parking,Terrain clos  Fourniture de draps (gratuit),Nettoyage / ménage (gratuit)
Monsieur OUVRARD Frédéric;Hébergement Vignoble;LD COP CHOUX;44850;MOUZEIL;44107;47.4485025;-1.3487674;47.4485025, -1.3487674;chateau-cop-choux@orange.fr;02 40 97 28 52;www.chateau-cop-choux.com;Chambre d'hôtes 4 épis 2 chambre(s) 4 personnes Ouvert toute l'année;Gîtes de France  Piscine   chèques Vacances
CHATEAU DE LA GALISSONNIERE Valérie MOREAU;Hébergement Vignoble;La Galissonnière;44330;LE PALLET;44117;47.1378958;-1.3351722;47.1378958, -1.3351722;info@chateaugalissonniere.fr;02 40 80 45 83;;Chambre d'hôtes 3 épis 5 chambre(s) 13 personnes Ouvert toute l'année;Gîtes de France     chèques Vacances
Madame Corinne LE BON;Hébergement Vignoble;La Marionnière;44860;PONT-SAINT-MARTIN;44130;47.13377819;-1.5880165;47.13377819, -1.5880165;logis.marionniere@orange.fr;06 78 62 26 73;http://www.marionniere.fr/;Meublés et Gîtes 3 clés 2 chambres(s) 4 personnes ;Locations CléVacances  Piscine   chèques Vacances
Monsieur  ALPERSTEDT Thomas;Hébergement Vignoble;La Demeure de Saint-Fiacre, Les Gras Moutons;44690;SAINT-FIACRE-SUR-MAINE;44159;47.1385045;-1.4154996;47.1385045, -1.4154996;contact@lademeure.fr;02 40 43 46 33;www.lademeure.fr;Chambre d'hôtes 4 clés 1 chambre (2 personnes) Ouvert toute l'année;Locations CléVacances     chèques Vacances
Madame DOUAY-DE FAULTRIER Claire;Hébergement Vignoble;L'Ecorce;44116;VIEILLEVIGNE;44216;46.9534448;-1.4255451;46.9534448, -1.4255451;lafermedelecorce@orange.fr;02 40 02 97 30;http://lafermedelecorce.com;Chambre d'hôtes 3 épis 2 chambre(s) 6 personnes Ouvert toute l'année;Gîtes de France  Piscine   chèques Vacances
Madame ROUQUAYROL Céline;Hébergement Vignoble;Le Vaud;44521;OUDON;44115;47.348452;-1.305829;47.348452, -1.305829;rouquayrol.philippe@wanadoo.fr;02 51 14 13 82;www.lamaisondanslesbois.fr;Chambre d'hôtes 3 épis 1 chambre (2 personnes) Ouvert toute l'année;Gîtes de France     chèques Vacances
Christine HALLIER;Hébergement Vignoble;25 Chemin de la Maison Neuve;44310;SAINT-PHILBERT-DE-GRAND-LIEU;44188;47.05864;-1.624989;47.05864, -1.624989;44310-gite@orange.fr;06 60 11 85 76;;Meublés et Gîtes 3 épis 6 personnes Ouvert toute l'année;Gîtes de France Parking    chèques Vacances
CLAIR DE LIE;Hébergement Vignoble;43 rue Saint Vincent;44330;VALLET;44212;47.161737;-1.27465;47.161737, -1.27465;clairdelie@orange.fr;02 40 33 92 55;www.clairdelie.com;Hôtels  22 chambres Ouvert toute l'année; Parking   Animaux admis chèques Vacances
Monsieur MAILLARD Yves;Hébergement Vignoble;23 la Maisdonnière;44690;MONNIERES;44100;47.1296343;-1.359639;47.1296343, -1.359639;anneyvesmaillard@orange.fr;02 40 54 65 59;www.chambredhotes-maillard.fr;Chambre d'hôtes 3 épis 1 chambre(s) 4 personnes Ouvert à l'année;Gîtes de France     chèques Vacances
Madame PETITEAU Jacqueline;Hébergement Vignoble;La Brevère, Le Clos de la Brevère;44430;LA REMAUDIERE;44141;47.2375929;-1.2435131;47.2375929, -1.2435131;leclosdelabrevere@gmail.com;02 40 33 74 75;www.leclosdelabrevere.com;Chambre d'hôtes 4 clés 1 chambre (2 personnes) ouvert toute l'année;Locations CléVacances     
Madame FREUCHET Béatrice;Hébergement Vignoble;19 Les Beillards;44190;GORGES;44064;47.2973605;-2.4136555;47.2973605, -2.4136555;lasarmentille@orange.fr;02 40 03 96 45;http://la.sarmentille.free.fr;Chambre d'hôtes 3 épis 2 chambre(s) 5 personnes Ouvert toute l'année;Gîtes de France  Piscine   chèques Vacances
Monsieur  ALPERSTEDT Thomas;Hébergement Vignoble;La Demeure de Saint-Fiacre, Les Gras Moutons;44690;SAINT-FIACRE-SUR-MAINE;44159;47.1385045;-1.4154996;47.1385045, -1.4154996;contact@lademeure.fr;02 40 43 46 33;www.lademeure.fr;Chambre d'hôtes 4 clés 1 suite familiale (4 personnes) Ouvert toute l'année;Locations CléVacances     chèques Vacances
Madame CORGNET Nathalie;Hébergement Vignoble;11 rue St Martin;44115;HAUTE-GOULAINE;44071;47.190397;-1.4225859;47.190397, -1.4225859;logis-saintmartin@orange.fr;02 40 54 99 94;www.logis-saintmartin.fr;Chambre d'hôtes 3 épis 4 chambre(s) 10 personnes Ouvert toute l'année;Gîtes de France  Piscine   chèques Vacances
Madame PETITEAU Jacqueline;Hébergement Vignoble;La Brevère, Le Clos de la Brevère;44430;LA REMAUDIERE;44141;47.2375929;-1.2435131;47.2375929, -1.2435131;leclosdelabrevere@gmail.com;02 40 33 74 75;www.leclosdelabrevere.com;Chambre d'hôtes 4 clés 1 chambre (2 personnes) Ouvert toute l'année;Locations CléVacances     
Dominique et Bernadette BARBIER;Hébergement Vignoble;Gîte Dame Olive, Le Douet Rouaud;44430;LE LOROUX-BOTTEREAU;44084;47.23833333;-1.31888889;47.23833333, -1.31888889;barbier_bernadette@yahoo.fr;06 81 36 98 75;www.les-gites-du-douet-rouaud.com;Meublés et Gîtes 3 épis 6 personnes Ouvert toute l'année;Gîtes de France Parking    chèques Vacances
Madame HERROUIN Catherine;Hébergement Vignoble;La Bogetterie, Demeure Les Arabesques;44710;PORT-SAINT-PÈRE;44133;47.1521135;-1.7722464;47.1521135, -1.7722464;catherine@demeure-arabesques.com;02 40 47 80 42;www.demeure-arabesques.com;Chambre d'hôtes 4 épis 1 chambre(s) 2 personnes Ouvert toute l'année;Gîtes de France  Piscine spas, sauna, ou hammam  chèques Vacances
BEST WESTERN VILLA SAINT ANTOINE;Hébergement Vignoble;8 rue St Antoine;44190;CLISSON;44043;47.0868717;-1.2783918;47.0868717, -1.2783918;contact@hotel-villa-saint-antoine.com;02 40 85 46 46;www.hotel-villa-saint-antoine.com;Hôtels  43 chambres Ouvert toute l'année; Parking Piscine spas, sauna, ou hammam Animaux admis 
HOTEL TEST;Hébergement Vignoble;11 rue du Château,La roselière;44300;NANTES;44109;47.2336281;-1.5088933999999998;47.2336281, -1.5088933999999998;info@ohlaloireatlantique.com;02 51 72 95 30;www.ohlaloireatlantique.com;Hôtels  30 Chambres\, 20 Suites Ouvert toute l'année;Gault Millau Parking Piscine spas, sauna, ou hammam Animaux admis chèques Vacances
Monsieur  ALPERSTEDT Thomas;Hébergement Vignoble;La Demeure de Saint-Fiacre, Les Gras Moutons;44690;SAINT-FIACRE-SUR-MAINE;44159;47.1385045;-1.4154996;47.1385045, -1.4154996;contact@lademeure.fr;02 40 43 46 33;www.lademeure.fr;Chambre d'hôtes 4 clés 1 chambre (2 personnes) Ouvert toute l'année;Locations CléVacances     chèques Vacances
Monsieur SAUVAGET Jean Paul;Hébergement Vignoble;22 rue de la Poste, Topaze;44690;MONNIERES;44100;47.1327939;-1.3539696;47.1327939, -1.3539696;jpaul@topaze-monnieres.com;02 40 54 64 91;www.monnieres.com;Chambre d'hôtes 3 épis 4 chambre(s) 14 personnes Ouvert toute l'année;Gîtes de France  Piscine   chèques Vacances
M/Mme AUBIN Fabienne et Gilles;Hébergement Vignoble;Maison des Landes, Les Landes;44330;MOUZILLON;44108;47.1228456;-1.3072647;47.1228456, -1.3072647;aubing@orange.fr;02 40 06 96 00;www.maisondeslandes.fr;Chambre d'hôtes 3 épis 3 chambre(s) 7 personnes Ouvert toute l'année;Gîtes de France     chèques Vacances
Monsieur SAINT-MACHIN Jean-Pierre;Hébergement Vignoble;La Grande Menuère;44370;VARADES;44213;47.3848628;-1.0291756;47.3848628, -1.0291756;lgm@lagrandemenuere.fr;02 40 96 78 52;www.lagrandemenuere.fr;Chambre d'hôtes 3 épis 2 chambre(s) 8 personnes Ouvert toute l'année;Gîtes de France   spas, sauna, ou hammam  chèques Vacances
Patricia et Yves BRETONNIERE;Hébergement Vignoble;La Févrie;44690;MAISDON-SUR-SEVRE;44088;47.1399252;-1.3825796;47.1399252, -1.3825796;aux3versants@orange.fr;06 83 82 81 63;http://chambresaux3versants.pagesperso-orange.fr/index.html;Chambre d'hôtes  2 chambres (4 personnes) Ouvert d'avril à décembre;Accueil Paysan     
CAP WEST;Résidence Hotelière;12 rue du Traité de Paris;44210;PORNIC;44131;47.12816;-2.12136;47.12816, -2.12136;;02 72 92 50 00;http://www.capwestresidence.fr;2 étoiles  ;Animal admis 
Séjours & Affaires Atrium;Résidence Hotelière;20 Rue de Rennes;49100;ANGERS;49007;47.47805;-0.54861;47.47805, -0.54861;;02 41 05 15 00;;3 étoiles WiFi ;Animal admis 
Adonis Résidence La Baule;Résidence Hotelière;53 avenue du Maréchal Franchet d'Esperey;44500;LA BAULE-ESCOUBLAC;44055;47.28643;-2.40349;47.28643, -2.40349;;02 40 11 72 72;http://www.adonis-residence-labaule.fr;3 étoiles Piscine,WiFi Fourniture de draps Gratuit;Animal admis 
APPART'CITY SAINT-NAZAIRE OCEAN;Résidence Hotelière;4 rue Jeanne Chauvin;44600;SAINT-NAZAIRE;44184;47.2563542;-2.2619544;47.2563542, -2.2619544;;02 77 81 54 54;https://www.appartcity.com/fr/destinations/pays-de-la-loire/saint-nazaire/saint-nazaire-ocean.html;3 étoiles WiFi ;Animal admis Ouvert toute l'année
ADAGIO ACCESS NANTES VIARME;Résidence Hotelière;42 rue Russeil;44100;NANTES;44109;47.22327;-1.56199;47.22327, -1.56199;;02 40 44 67 00;http://www.adagio-city.com;3 étoiles WiFi Location de draps,Location de linge,Option nettoyage/ménage;Animal admis Ouvert toute l'année
APPART'CITY CONFORT NANTES OUEST ST HERBLAIN;Résidence Hotelière;2, rue Victor Schoelcher;44800;SAINT-HERBLAIN;44162;47.22123;-1.627522;47.22123, -1.627522;;02 40 92 90 00;http://www.appartcity.com/fr/appart-hotel/nantes-ouest-saint-herblain-a-saint-herblain.html;3 étoiles Garage,WiFi Fourniture de draps Gratuit,Fourniture de linge Gratuit,Option nettoyage/ménage,Prestation de restauration;Animal admis Ouvert toute l'année
BEST WESTERN LES AURELIADES;Résidence Hotelière;11 avenue Barbara;44570;TRIGNAC;44210;47.296972;-2.206208;47.296972, -2.206208;;02 40 91 40 21;https://www.bestwestern.fr/fr/hotel-Trignac-Best-Western-Les-Aureliades-93973;3 étoiles Borne de recharge pour véhicules électriques,Climatisation,Défibrillateur,Espace bien-être,Local vélo,Piscine,WiFi Fourniture de draps Gratuit,Fourniture de linge Gratuit,Nettoyage/ménage Gratuit,Prestation de restauration;Animal admis Ouvert toute l'année
ZENITUDE HOTEL RESIDENCES - LES PORTES DE L'OCEAN;Résidence Hotelière;47 Boulevard de la Libération;44600;SAINT-NAZAIRE;44184;47.2827448;-2.2104434;47.2827448, -2.2104434;;02 40 00 64 88;https://www.zenitude-hotel-residences.com/fr_FR/residence/saint-nazaire/123;3 étoiles Climatisation,Garage,Espace bien-être,Local vélo,Piscine,WiFi Location de linge,Option nettoyage/ménage,Prestation de restauration;Animal admis Ouvert toute l'année
APPART'CITY SAINT-NAZAIRE CENTRE;Résidence Hotelière;16 rue du 28 février 1943;44600;SAINT-NAZAIRE;44184;47.2751762;-2.2073027;47.2751762, -2.2073027;;02 40 01 94 64;www.appartcity.com;2 étoiles Garage,WiFi ;Animal admis Ouvert toute l'année
RESIDENCE CAP WEST SAUTRON LA HUBONNIERE;Résidence Hotelière;10 rue de la Hubonnière;44880;SAUTRON;44194;47.2616559;-1.6536824;47.2616559, -1.6536824;;02 51 11 81 81;http://www.capwestresidence.fr;1 étoile  ; 
Odalys Résidence de la Plage ****;Résidence Hotelière;70 boulevard des Océanides;44380;PORNICHET;44132;47.2656736;-2.3451594;47.2656736, -2.3451594;;02 40 19 12 80;https://www.odalys-vacances.com/location-mer/pays-de-la-loire/pornichet/de-la-plage.html;4 étoiles Piscine ;Animal admis 
LES RÉSIDENTIELS;Résidence Hotelière;Allée Jean-Claude Brialy;44250;SAINT-BREVIN-LES-PINS;44154;47.25095;-2.16131;47.25095, -2.16131;;02 40 21 21 21;https://www.residentiels.fr/residences/residence-senior-saint-brevin/;  ; 
LE DOMAINE DE L'OCÉAN - ODALYS VACANCES;Résidence Hotelière;Chemin de la Bridelais;44250;SAINT-BREVIN-LES-PINS;44154;47.23298;-2.17254;47.23298, -2.17254;;02 40 27 75 26;http://www.odalys-vacances.com;3 étoiles Piscine,WiFi ;Animal admis 
Goélia Résidence Royal Park;Résidence Hotelière;2 boulevard de la Forêt;44500;LA BAULE-ESCOUBLAC;44055;47.27684;-2.35732;47.27684, -2.35732;;02 51 10 19 41;https://www.goelia.com/fr/residence-vacances/la-baule/goelia-royal-park.287.4.php; Piscine,WiFi Location de draps,Location de linge;Animal admis 
ADAGIO ACCESS SAINT-NAZAIRE;Résidence Hotelière;35 rue de l'étoile du matin;44600;SAINT-NAZAIRE;44184;47.2601545;-2.2743348;47.2601545, -2.2743348;;02 40 61 21 54;www.adagio-city.com;3 étoiles WiFi Fourniture de draps Gratuit,Fourniture de linge Gratuit,Nettoyage/ménage Gratuit;Animal admis Ouvert toute l'année
Appart' hôtel Les Salines;Résidence Hotelière;47 Chemin de Barbotiin;44420;LA TURBALLE;44211;47.34382;-2.48428;47.34382, -2.48428;;06 88 07 39 83;http://lessalinesdelaturballe.com; Piscine,WiFi ;Animal admis Ouvert toute l'année
Escale Oceania ***;Résidence Hotelière;50 avenue de la Plage;44380;PORNICHET;44132;47.26387;-2.34282;47.26387, -2.34282;;02 40 11 26 26;http://www.oceaniahotels.com;3 étoiles  ;Animal admis 
CAP WEST SAUTRON BRIMBERNE;Résidence Hotelière;7 Route de Brimberne;44880;SAUTRON;44194;47.2590819;-1.6541379;47.2590819, -1.6541379;;02 49 10 10 00;http://www.capwestresidence.fr;1 étoile  ; Ouvert toute l'année
